"";"ModelNumber";"Model";"Run";"Successes";"Successes_A";"Successes_B";"Allocated_A";"Allocated_B"
"1319";"4. Rosenberger known";"4. Rosenberger known";220;560;25;535;140;860
"1320";"5. Optimal adjusted";"5. Optimal adjusted";220;367;89;278;538;462
"1321";"1. Random";"1. Random";221;394;86;308;482;518
"1322";"6. Biased  coin";"6. Biased  coin";221;391;92;299;502;499
"1323";"2. Neyman known";"2. Neyman known";221;417;84;333;435;565
"1324";"3. RSIHR Known";"3. RSIHR Known";221;458;68;390;354;646
"1325";"4. Rosenberger known";"4. Rosenberger known";221;523;24;499;153;847
"1326";"5. Optimal adjusted";"5. Optimal adjusted";221;373;108;265;546;454
"1327";"1. Random";"1. Random";222;411;100;311;519;481
"1328";"6. Biased  coin";"6. Biased  coin";222;429;102;327;498;502
"1329";"2. Neyman known";"2. Neyman known";222;443;88;355;445;555
"1330";"3. RSIHR Known";"3. RSIHR Known";222;470;80;390;372;628
"1331";"4. Rosenberger known";"4. Rosenberger known";222;570;29;541;142;858
"1332";"5. Optimal adjusted";"5. Optimal adjusted";222;389;117;272;536;464
"1333";"1. Random";"1. Random";223;376;99;277;533;467
"1334";"6. Biased  coin";"6. Biased  coin";223;399;103;296;500;500
"1335";"2. Neyman known";"2. Neyman known";223;418;88;330;430;570
"1336";"3. RSIHR Known";"3. RSIHR Known";223;457;74;383;352;648
"1337";"4. Rosenberger known";"4. Rosenberger known";223;533;25;508;147;853
"1338";"5. Optimal adjusted";"5. Optimal adjusted";223;378;106;272;536;464
"1339";"1. Random";"1. Random";224;395;88;307;509;491
"1340";"6. Biased  coin";"6. Biased  coin";224;376;72;304;499;501
"1341";"2. Neyman known";"2. Neyman known";224;422;81;341;435;565
"1342";"3. RSIHR Known";"3. RSIHR Known";224;447;57;390;355;645
"1343";"4. Rosenberger known";"4. Rosenberger known";224;548;25;523;137;863
"1344";"5. Optimal adjusted";"5. Optimal adjusted";224;348;97;251;566;434
"1345";"1. Random";"1. Random";225;410;103;307;505;495
"1346";"6. Biased  coin";"6. Biased  coin";225;379;95;284;500;500
"1347";"2. Neyman known";"2. Neyman known";225;428;97;331;444;556
"1348";"3. RSIHR Known";"3. RSIHR Known";225;451;93;358;392;608
"1349";"4. Rosenberger known";"4. Rosenberger known";225;545;33;512;142;858
"1350";"5. Optimal adjusted";"5. Optimal adjusted";225;376;113;263;551;449
"1351";"1. Random";"1. Random";226;398;93;305;492;508
"1352";"6. Biased  coin";"6. Biased  coin";226;379;87;292;500;500
"1353";"2. Neyman known";"2. Neyman known";226;420;74;346;443;557
"1354";"3. RSIHR Known";"3. RSIHR Known";226;477;69;408;351;649
"1355";"4. Rosenberger known";"4. Rosenberger known";226;542;31;511;156;844
"1356";"5. Optimal adjusted";"5. Optimal adjusted";226;372;107;265;550;450
"1357";"1. Random";"1. Random";227;406;90;316;479;521
"1358";"6. Biased  coin";"6. Biased  coin";227;379;88;291;500;500
"1359";"2. Neyman known";"2. Neyman known";227;401;82;319;458;542
"1360";"3. RSIHR Known";"3. RSIHR Known";227;447;71;376;380;620
"1361";"4. Rosenberger known";"4. Rosenberger known";227;539;19;520;134;866
"1362";"5. Optimal adjusted";"5. Optimal adjusted";227;389;108;281;542;458
"1363";"1. Random";"1. Random";228;407;107;300;499;501
"1364";"6. Biased  coin";"6. Biased  coin";228;406;105;301;502;500
"1365";"2. Neyman known";"2. Neyman known";228;433;91;342;434;566
"1366";"3. RSIHR Known";"3. RSIHR Known";228;454;79;375;380;620
"1367";"4. Rosenberger known";"4. Rosenberger known";228;552;27;525;149;851
"1368";"5. Optimal adjusted";"5. Optimal adjusted";228;376;103;273;541;459
"1369";"1. Random";"1. Random";229;393;98;295;516;484
"1370";"6. Biased  coin";"6. Biased  coin";229;420;105;315;500;500
"1371";"2. Neyman known";"2. Neyman known";229;430;86;344;442;558
"1372";"3. RSIHR Known";"3. RSIHR Known";229;470;76;394;358;642
"1373";"4. Rosenberger known";"4. Rosenberger known";229;559;25;534;122;878
"1374";"5. Optimal adjusted";"5. Optimal adjusted";229;408;126;282;536;464
"1375";"1. Random";"1. Random";230;400;86;314;488;512
"1376";"6. Biased  coin";"6. Biased  coin";230;366;81;285;503;499
"1377";"2. Neyman known";"2. Neyman known";230;379;78;301;461;539
"1378";"3. RSIHR Known";"3. RSIHR Known";230;427;56;371;366;634
"1379";"4. Rosenberger known";"4. Rosenberger known";230;534;18;516;134;866
"1380";"5. Optimal adjusted";"5. Optimal adjusted";230;338;98;240;573;427
"1381";"1. Random";"1. Random";231;407;104;303;509;491
"1382";"6. Biased  coin";"6. Biased  coin";231;381;88;293;498;502
"1383";"2. Neyman known";"2. Neyman known";231;416;83;333;442;558
"1384";"3. RSIHR Known";"3. RSIHR Known";231;448;65;383;347;653
"1385";"4. Rosenberger known";"4. Rosenberger known";231;538;18;520;134;866
"1386";"5. Optimal adjusted";"5. Optimal adjusted";231;351;100;251;558;442
"1387";"1. Random";"1. Random";232;445;96;349;467;533
"1388";"6. Biased  coin";"6. Biased  coin";232;405;105;300;502;500
"1389";"2. Neyman known";"2. Neyman known";232;437;90;347;467;533
"1390";"3. RSIHR Known";"3. RSIHR Known";232;483;71;412;360;640
"1391";"4. Rosenberger known";"4. Rosenberger known";232;577;21;556;120;880
"1392";"5. Optimal adjusted";"5. Optimal adjusted";232;392;110;282;554;446
"1393";"1. Random";"1. Random";233;443;115;328;488;512
"1394";"6. Biased  coin";"6. Biased  coin";233;432;121;311;501;499
"1395";"2. Neyman known";"2. Neyman known";233;442;103;339;461;539
"1396";"3. RSIHR Known";"3. RSIHR Known";233;478;75;403;355;645
"1397";"4. Rosenberger known";"4. Rosenberger known";233;551;26;525;147;853
"1398";"5. Optimal adjusted";"5. Optimal adjusted";233;401;119;282;533;467
"1399";"1. Random";"1. Random";234;404;105;299;506;494
"1400";"6. Biased  coin";"6. Biased  coin";234;394;89;305;500;500
"1401";"2. Neyman known";"2. Neyman known";234;414;89;325;437;563
"1402";"3. RSIHR Known";"3. RSIHR Known";234;448;66;382;372;628
"1403";"4. Rosenberger known";"4. Rosenberger known";234;540;24;516;139;861
"1404";"5. Optimal adjusted";"5. Optimal adjusted";234;383;94;289;516;484
"1405";"1. Random";"1. Random";235;428;98;330;480;520
"1406";"6. Biased  coin";"6. Biased  coin";235;423;103;320;500;501
"1407";"2. Neyman known";"2. Neyman known";235;407;93;314;467;533
"1408";"3. RSIHR Known";"3. RSIHR Known";235;453;65;388;376;624
"1409";"4. Rosenberger known";"4. Rosenberger known";235;563;32;531;140;860
"1410";"5. Optimal adjusted";"5. Optimal adjusted";235;401;89;312;507;493
"1411";"1. Random";"1. Random";236;386;89;297;502;498
"1412";"6. Biased  coin";"6. Biased  coin";236;397;103;294;499;501
"1413";"2. Neyman known";"2. Neyman known";236;425;97;328;442;558
"1414";"3. RSIHR Known";"3. RSIHR Known";236;438;76;362;387;613
"1415";"4. Rosenberger known";"4. Rosenberger known";236;557;31;526;130;870
"1416";"5. Optimal adjusted";"5. Optimal adjusted";236;361;111;250;564;436
"1417";"1. Random";"1. Random";237;417;100;317;508;492
"1418";"6. Biased  coin";"6. Biased  coin";237;407;101;306;502;499
"1419";"2. Neyman known";"2. Neyman known";237;449;97;352;446;554
"1420";"3. RSIHR Known";"3. RSIHR Known";237;463;81;382;364;636
"1421";"4. Rosenberger known";"4. Rosenberger known";237;563;31;532;160;840
"1422";"5. Optimal adjusted";"5. Optimal adjusted";237;413;106;307;515;485
"1423";"1. Random";"1. Random";238;396;97;299;508;492
"1424";"6. Biased  coin";"6. Biased  coin";238;407;102;305;501;499
"1425";"2. Neyman known";"2. Neyman known";238;442;86;356;437;563
"1426";"3. RSIHR Known";"3. RSIHR Known";238;450;81;369;383;617
"1427";"4. Rosenberger known";"4. Rosenberger known";238;561;34;527;132;868
"1428";"5. Optimal adjusted";"5. Optimal adjusted";238;398;105;293;539;461
"1429";"1. Random";"1. Random";239;398;106;292;505;495
"1430";"6. Biased  coin";"6. Biased  coin";239;401;112;289;502;499
"1431";"2. Neyman known";"2. Neyman known";239;405;103;302;482;518
"1432";"3. RSIHR Known";"3. RSIHR Known";239;450;67;383;361;639
"1433";"4. Rosenberger known";"4. Rosenberger known";239;553;36;517;138;862
"1434";"5. Optimal adjusted";"5. Optimal adjusted";239;400;117;283;535;465
"1435";"1. Random";"1. Random";240;403;104;299;531;469
"1436";"6. Biased  coin";"6. Biased  coin";240;399;99;300;502;500
"1437";"2. Neyman known";"2. Neyman known";240;427;83;344;453;547
"1438";"3. RSIHR Known";"3. RSIHR Known";240;455;71;384;377;623
"1439";"4. Rosenberger known";"4. Rosenberger known";240;555;27;528;127;873
"1440";"5. Optimal adjusted";"5. Optimal adjusted";240;411;103;308;514;486
"1441";"1. Random";"1. Random";241;372;95;277;533;467
"1442";"6. Biased  coin";"6. Biased  coin";241;396;100;296;502;500
"1443";"2. Neyman known";"2. Neyman known";241;429;81;348;434;566
"1444";"3. RSIHR Known";"3. RSIHR Known";241;466;77;389;363;637
"1445";"4. Rosenberger known";"4. Rosenberger known";241;547;27;520;140;860
"1446";"5. Optimal adjusted";"5. Optimal adjusted";241;388;117;271;534;466
"1447";"1. Random";"1. Random";242;415;101;314;499;501
"1448";"6. Biased  coin";"6. Biased  coin";242;398;92;306;500;502
"1449";"2. Neyman known";"2. Neyman known";242;428;96;332;460;540
"1450";"3. RSIHR Known";"3. RSIHR Known";242;445;71;374;382;618
"1451";"4. Rosenberger known";"4. Rosenberger known";242;542;24;518;144;856
"1452";"5. Optimal adjusted";"5. Optimal adjusted";242;360;107;253;573;427
"1453";"1. Random";"1. Random";243;391;100;291;486;514
"1454";"6. Biased  coin";"6. Biased  coin";243;404;105;299;502;500
"1455";"2. Neyman known";"2. Neyman known";243;418;79;339;422;578
"1456";"3. RSIHR Known";"3. RSIHR Known";243;438;73;365;361;639
"1457";"4. Rosenberger known";"4. Rosenberger known";243;532;24;508;145;855
"1458";"5. Optimal adjusted";"5. Optimal adjusted";243;379;113;266;545;455
"1459";"1. Random";"1. Random";244;392;96;296;497;503
"1460";"6. Biased  coin";"6. Biased  coin";244;391;104;287;501;500
"1461";"2. Neyman known";"2. Neyman known";244;426;100;326;469;531
"1462";"3. RSIHR Known";"3. RSIHR Known";244;444;73;371;375;625
"1463";"4. Rosenberger known";"4. Rosenberger known";244;544;32;512;135;865
"1464";"5. Optimal adjusted";"5. Optimal adjusted";244;397;107;290;537;463
"1465";"1. Random";"1. Random";245;409;106;303;501;499
"1466";"6. Biased  coin";"6. Biased  coin";245;413;109;304;502;499
"1467";"2. Neyman known";"2. Neyman known";245;443;91;352;432;568
"1468";"3. RSIHR Known";"3. RSIHR Known";245;482;74;408;342;658
"1469";"4. Rosenberger known";"4. Rosenberger known";245;554;39;515;158;842
"1470";"5. Optimal adjusted";"5. Optimal adjusted";245;418;118;300;491;509
"1471";"1. Random";"1. Random";246;391;94;297;516;484
"1472";"6. Biased  coin";"6. Biased  coin";246;411;97;314;502;499
"1473";"2. Neyman known";"2. Neyman known";246;449;98;351;429;571
"1474";"3. RSIHR Known";"3. RSIHR Known";246;489;66;423;340;660
"1475";"4. Rosenberger known";"4. Rosenberger known";246;558;29;529;148;852
"1476";"5. Optimal adjusted";"5. Optimal adjusted";246;384;115;269;553;447
"1477";"1. Random";"1. Random";247;387;90;297;512;488
"1478";"6. Biased  coin";"6. Biased  coin";247;403;87;316;500;500
"1479";"2. Neyman known";"2. Neyman known";247;422;73;349;441;559
"1480";"3. RSIHR Known";"3. RSIHR Known";247;465;75;390;383;617
"1481";"4. Rosenberger known";"4. Rosenberger known";247;555;29;526;141;859
"1482";"5. Optimal adjusted";"5. Optimal adjusted";247;382;109;273;547;453
"1483";"1. Random";"1. Random";248;397;110;287;531;469
"1484";"6. Biased  coin";"6. Biased  coin";248;407;100;307;500;500
"1485";"2. Neyman known";"2. Neyman known";248;440;84;356;420;580
"1486";"3. RSIHR Known";"3. RSIHR Known";248;463;78;385;372;628
"1487";"4. Rosenberger known";"4. Rosenberger known";248;550;23;527;133;867
"1488";"5. Optimal adjusted";"5. Optimal adjusted";248;385;103;282;528;472
"1489";"1. Random";"1. Random";249;403;88;315;471;529
"1490";"6. Biased  coin";"6. Biased  coin";249;371;80;291;502;499
"1491";"2. Neyman known";"2. Neyman known";249;411;78;333;445;555
"1492";"3. RSIHR Known";"3. RSIHR Known";249;450;61;389;345;655
"1493";"4. Rosenberger known";"4. Rosenberger known";249;546;22;524;134;866
"1494";"5. Optimal adjusted";"5. Optimal adjusted";249;382;91;291;530;470
"1495";"1. Random";"1. Random";250;395;102;293;508;492
"1496";"6. Biased  coin";"6. Biased  coin";250;396;99;297;501;499
"1497";"2. Neyman known";"2. Neyman known";250;411;88;323;456;544
"1498";"3. RSIHR Known";"3. RSIHR Known";250;456;71;385;356;644
"1499";"4. Rosenberger known";"4. Rosenberger known";250;544;31;513;143;857
"1500";"5. Optimal adjusted";"5. Optimal adjusted";250;385;100;285;532;468
"1501";"1. Random";"1. Random";251;401;99;302;503;497
"1502";"6. Biased  coin";"6. Biased  coin";251;377;94;283;500;500
"1503";"2. Neyman known";"2. Neyman known";251;404;88;316;460;540
"1504";"3. RSIHR Known";"3. RSIHR Known";251;455;73;382;369;631
"1505";"4. Rosenberger known";"4. Rosenberger known";251;521;23;498;144;856
"1506";"5. Optimal adjusted";"5. Optimal adjusted";251;376;108;268;533;467
"1507";"1. Random";"1. Random";252;379;85;294;499;501
"1508";"6. Biased  coin";"6. Biased  coin";252;392;83;309;501;500
"1509";"2. Neyman known";"2. Neyman known";252;427;79;348;442;558
"1510";"3. RSIHR Known";"3. RSIHR Known";252;472;75;397;375;625
"1511";"4. Rosenberger known";"4. Rosenberger known";252;568;28;540;137;863
"1512";"5. Optimal adjusted";"5. Optimal adjusted";252;369;96;273;539;461
"1513";"1. Random";"1. Random";253;398;105;293;504;496
"1514";"6. Biased  coin";"6. Biased  coin";253;397;102;295;501;500
"1515";"2. Neyman known";"2. Neyman known";253;407;81;326;445;555
"1516";"3. RSIHR Known";"3. RSIHR Known";253;457;80;377;386;614
"1517";"4. Rosenberger known";"4. Rosenberger known";253;535;28;507;142;858
"1518";"5. Optimal adjusted";"5. Optimal adjusted";253;373;105;268;560;440
"1519";"1. Random";"1. Random";254;406;91;315;509;491
"1520";"6. Biased  coin";"6. Biased  coin";254;394;93;301;503;500
"1521";"2. Neyman known";"2. Neyman known";254;424;82;342;458;542
"1522";"3. RSIHR Known";"3. RSIHR Known";254;439;60;379;371;629
"1523";"4. Rosenberger known";"4. Rosenberger known";254;548;17;531;137;863
"1524";"5. Optimal adjusted";"5. Optimal adjusted";254;374;97;277;538;462
"1525";"1. Random";"1. Random";255;393;90;303;502;498
"1526";"6. Biased  coin";"6. Biased  coin";255;375;85;290;502;499
"1527";"2. Neyman known";"2. Neyman known";255;397;82;315;451;549
"1528";"3. RSIHR Known";"3. RSIHR Known";255;456;77;379;372;628
"1529";"4. Rosenberger known";"4. Rosenberger known";255;535;33;502;170;830
"1530";"5. Optimal adjusted";"5. Optimal adjusted";255;368;90;278;532;468
"1531";"1. Random";"1. Random";256;400;106;294;499;501
"1532";"6. Biased  coin";"6. Biased  coin";256;401;110;291;504;499
"1533";"2. Neyman known";"2. Neyman known";256;413;90;323;454;546
"1534";"3. RSIHR Known";"3. RSIHR Known";256;443;67;376;373;627
"1535";"4. Rosenberger known";"4. Rosenberger known";256;537;40;497;164;836
"1536";"5. Optimal adjusted";"5. Optimal adjusted";256;371;97;274;516;484
"1537";"1. Random";"1. Random";257;412;97;315;486;514
"1538";"6. Biased  coin";"6. Biased  coin";257;403;95;308;502;500
"1539";"2. Neyman known";"2. Neyman known";257;429;94;335;451;549
"1540";"3. RSIHR Known";"3. RSIHR Known";257;465;73;392;347;653
"1541";"4. Rosenberger known";"4. Rosenberger known";257;540;30;510;150;850
"1542";"5. Optimal adjusted";"5. Optimal adjusted";257;392;96;296;504;496
"1543";"1. Random";"1. Random";258;427;115;312;491;509
"1544";"6. Biased  coin";"6. Biased  coin";258;397;102;295;500;500
"1545";"2. Neyman known";"2. Neyman known";258;422;84;338;444;556
"1546";"3. RSIHR Known";"3. RSIHR Known";258;465;70;395;339;661
"1547";"4. Rosenberger known";"4. Rosenberger known";258;543;28;515;151;849
"1548";"5. Optimal adjusted";"5. Optimal adjusted";258;391;109;282;546;454
"1549";"1. Random";"1. Random";259;403;97;306;503;497
"1550";"6. Biased  coin";"6. Biased  coin";259;401;102;299;500;500
"1551";"2. Neyman known";"2. Neyman known";259;426;90;336;434;566
"1552";"3. RSIHR Known";"3. RSIHR Known";259;455;73;382;358;642
"1553";"4. Rosenberger known";"4. Rosenberger known";259;548;33;515;163;837
"1554";"5. Optimal adjusted";"5. Optimal adjusted";259;402;104;298;524;476
"1555";"1. Random";"1. Random";260;417;115;302;516;484
"1556";"6. Biased  coin";"6. Biased  coin";260;377;81;296;501;500
"1557";"2. Neyman known";"2. Neyman known";260;438;92;346;454;546
"1558";"3. RSIHR Known";"3. RSIHR Known";260;481;82;399;352;648
"1559";"4. Rosenberger known";"4. Rosenberger known";260;567;33;534;132;868
"1560";"5. Optimal adjusted";"5. Optimal adjusted";260;395;102;293;512;488
"1561";"1. Random";"1. Random";261;417;105;312;486;514
"1562";"6. Biased  coin";"6. Biased  coin";261;401;111;290;500;500
"1563";"2. Neyman known";"2. Neyman known";261;420;99;321;465;535
"1564";"3. RSIHR Known";"3. RSIHR Known";261;447;80;367;370;630
"1565";"4. Rosenberger known";"4. Rosenberger known";261;538;42;496;154;846
"1566";"5. Optimal adjusted";"5. Optimal adjusted";261;361;107;254;533;467
"1567";"1. Random";"1. Random";262;387;102;285;532;468
"1568";"6. Biased  coin";"6. Biased  coin";262;390;97;293;501;499
"1569";"2. Neyman known";"2. Neyman known";262;437;94;343;451;549
"1570";"3. RSIHR Known";"3. RSIHR Known";262;461;75;386;368;632
"1571";"4. Rosenberger known";"4. Rosenberger known";262;549;29;520;144;856
"1572";"5. Optimal adjusted";"5. Optimal adjusted";262;370;95;275;532;468
"1573";"1. Random";"1. Random";263;404;104;300;518;482
"1574";"6. Biased  coin";"6. Biased  coin";263;382;96;286;498;502
"1575";"2. Neyman known";"2. Neyman known";263;424;89;335;444;556
"1576";"3. RSIHR Known";"3. RSIHR Known";263;458;60;398;329;671
"1577";"4. Rosenberger known";"4. Rosenberger known";263;556;30;526;136;864
"1578";"5. Optimal adjusted";"5. Optimal adjusted";263;410;103;307;521;479
"1579";"1. Random";"1. Random";264;416;100;316;504;496
"1580";"6. Biased  coin";"6. Biased  coin";264;410;99;311;501;499
"1581";"2. Neyman known";"2. Neyman known";264;428;90;338;464;536
"1582";"3. RSIHR Known";"3. RSIHR Known";264;452;68;384;372;628
"1583";"4. Rosenberger known";"4. Rosenberger known";264;560;19;541;120;880
"1584";"5. Optimal adjusted";"5. Optimal adjusted";264;396;109;287;538;462
"1585";"1. Random";"1. Random";265;399;74;325;470;530
"1586";"6. Biased  coin";"6. Biased  coin";265;397;73;324;499;502
"1587";"2. Neyman known";"2. Neyman known";265;434;85;349;449;551
"1588";"3. RSIHR Known";"3. RSIHR Known";265;440;60;380;388;612
"1589";"4. Rosenberger known";"4. Rosenberger known";265;552;21;531;135;865
"1590";"5. Optimal adjusted";"5. Optimal adjusted";265;373;91;282;528;472
"1591";"1. Random";"1. Random";266;401;94;307;495;505
"1592";"6. Biased  coin";"6. Biased  coin";266;406;85;321;502;499
"1593";"2. Neyman known";"2. Neyman known";266;422;84;338;426;574
"1594";"3. RSIHR Known";"3. RSIHR Known";266;452;82;370;388;612
"1595";"4. Rosenberger known";"4. Rosenberger known";266;553;30;523;163;837
"1596";"5. Optimal adjusted";"5. Optimal adjusted";266;400;116;284;542;458
"1597";"1. Random";"1. Random";267;388;104;284;519;481
"1598";"6. Biased  coin";"6. Biased  coin";267;401;99;302;501;499
"1599";"2. Neyman known";"2. Neyman known";267;413;77;336;442;558
"1600";"3. RSIHR Known";"3. RSIHR Known";267;450;73;377;380;620
